,airline_sentiment,name,text,tweet_created,tweet_location,user_timezone,hashtags,tags
3080,negative,LukaszZgiep,united dont respond emails facebook msg im still wating tickets im getting really angry disappointed,20/02/15 2:34,"Warsaw, Berlin, Kiev ",,[],['united']
3081,negative,pongchmp,united send jeff smisek trip jetblue sw make sure takes notes would never choose fly united,20/02/15 2:19,,Eastern Time (US & Canada),[],['united']
3082,negative,SuzannaPDX,united disappointed service level staff communication bummer,20/02/15 2:18,"Portland, OR",,[],['united']
3083,neutral,greekcelt,united predawn flight miami ewr annual sobewff trip,20/02/15 2:17,New York,Eastern Time (US & Canada),"['miami', 'ewr.', 'sobewff']",['united']
3084,negative,jasecam,thanks united great news u wont refund tickets due bad exchange rate knew u would come senses gg8929 unitedappeals,20/02/15 2:17,London via Adelaide,,[],"['united,', 'gg8929', 'unitedappeals']"
3085,positive,NoviceFlyer,united thank wonderful global first class flight 777 fra great service cont,20/02/15 2:13,"Tulsa, OK",Central Time (US & Canada),[],['united']
3086,neutral,Matt_W_Scott,united got look forward hearing soon,20/02/15 1:54,,Amsterdam,[],['united']
3087,negative,Matt_W_Scott,united going rectify please direct complaints department stickingtodelta,20/02/15 1:40,,Amsterdam,['stickingtodelta'],['united']
3088,positive,dan_roam,thank united united dan_roam thats beautiful place stay day longer rebooked let know mn,20/02/15 1:25,,,[],['dan_roam']
3089,negative,Matt_W_Scott,united top flight attendants talked loudly throug flight even lights dimmed resulting sleep,20/02/15 1:17,,Amsterdam,[],['united']
3090,negative,JerikaPhelps,united seems like one united help lots fingers pointed zero people stepping least gate oreos,20/02/15 1:11,,,[],['united']
3091,negative,newyorkwool,united access dial makes faster,20/02/15 0:59,Birkenhead upon Hudson,Eastern Time (US & Canada),[],['united']
3092,neutral,jnostrant,united ill impressed actually get response,20/02/15 0:56,"Los Angeles, CA",Pacific Time (US & Canada),[],['united']
3093,neutral,kathryn217628,united hi left asus tablet flight heathrow newark 16th feb wondered long takes someone check found,20/02/15 0:50,,,[],['united']
3094,negative,Matt_W_Scott,united 1hr delay start huge queues security representative meet us rude staff baggage reclaim inefficient,20/02/15 0:47,,Amsterdam,['inefficient'],['united']
3095,negative,Chungy0216,united worst flight attendants like angry drunk aunts everything argument,20/02/15 0:34,Bellevue Washington,Arizona,[],['united']
3096,negative,urno12,united black white eu law 600 cancelled flightled flight want money,19/02/15 23:47,bonkers in Yonkers,New Delhi,[],['united']
3097,negative,urno12,united accordingly u dont respond,19/02/15 23:45,bonkers in Yonkers,New Delhi,[],['united']
3098,negative,urno12,united extra care airline unitedairlines dont care trust customerservice non existent dont 1,19/02/15 23:44,bonkers in Yonkers,New Delhi,"['unitedairlines', 'customerservice']",['united']
3099,negative,DT_Les,united another unfortunate case bad luck usually maintenance issue swapping planes ont get late flight,19/02/15 23:43,,,[],['united']
3100,negative,JerikaPhelps,united shame great customer service wasnt continued sfo slightly absurd,19/02/15 23:43,,,[],['united']
3101,negative,urno12,united onlyinamerica 18 days word unitedairlines customerservices bad pr guys,19/02/15 23:41,bonkers in Yonkers,New Delhi,"['onlyinamerica.', 'unitedairlines', 'customerservices.']",['united']
3102,negative,urno12,united still awaiting reply ur customer services 18 days response lousy unitedairlines,19/02/15 23:39,bonkers in Yonkers,New Delhi,['unitedairlines'],['united']
3103,positive,Kimberlinho,united alright thank much appreciated,19/02/15 23:34,,,[],['united']
3104,negative,Kimberlinho,united happened airlines theyve given flight vouchers transparent problems,19/02/15 23:27,,,[],['united']
3105,negative,Kimberlinho,united thanks im booked spent extra 7 hrs ten w explanation flying middle seat char instead memphis,19/02/15 23:24,,,[],['united']
3106,negative,juanbl,united agent rick clifton seahou told father dying needed get handbag cabin nothing shameful,19/02/15 23:24,"Seattle, WA",Pacific Time (US & Canada),['shameful'],['united']
3107,neutral,kamaro67,united chance allowing reflight booking problems yet travel denver weekend due impending storm,19/02/15 23:19,,Mountain Time (US & Canada),[],['united']
3108,negative,JenniferWalshPR,watched crew escorted back 1st class prebooked really united jenniferwalshpr dissatisfaction und,19/02/15 23:18,Houston,Central Time (US & Canada),[],"['united:', 'jenniferwalshpr']"
3109,positive,bren8oh8,united thanks yup im set happens slc ground staff prompt helpful courteous,19/02/15 23:13,SoCal is where my mind stays,,[],['united']
3110,negative,JenniferWalshPR,plenty empty seats coach united dissatisfaction understood crew members traveling duty prebooked f,19/02/15 23:07,Houston,Central Time (US & Canada),[],[]
3111,negative,jozecuervo,united good didnt die anything say get pay,19/02/15 23:02,"San Francisco, Ca",Pacific Time (US & Canada),[],['united']
3112,positive,AMMBoman,united thank much able contact,19/02/15 22:48,Kaizen 改善,Arizona,[],['united']
3113,positive,nrihssn,united maybe return trip,19/02/15 22:45,NJ,Eastern Time (US & Canada),[],['united']
3114,negative,ukposa,united staff laguardia lagos nigeria unprofessional uncaring helpful ou,19/02/15 22:44,Yonkers NY,Greenland,[],['united']
3115,positive,sigilgoat,united got gate thanks checking,19/02/15 22:33,fuckin portland ass oregon,Eastern Time (US & Canada),[],['united']
3116,negative,Mosborne13,united u kept passengers waiting night 4 plane put service leaving everyone stranded night inexcusable,19/02/15 22:23,,Central Time (US & Canada),['inexcusable'],['united']
3117,positive,JenniferWalshPR,united especially like upgraded three crew members first class instead passengers keepitclassy customerservice,19/02/15 22:22,Houston,Central Time (US & Canada),"['keepitclassy', 'customerservice']",['united']
3118,neutral,AMMBoman,united hello got flight months ago constantly think peanuts anyway could send,19/02/15 22:21,Kaizen 改善,Arizona,[],['united']
3119,negative,RobTrongone,united flt 359 lax ewr pilot bragged getting ewr early wait 20 min jetway driver thanks united,19/02/15 22:20,New Jersey,,[],['united']
3120,negative,taylorjfisher,united happy found phone easily worst system ever heard,19/02/15 22:18,"San Francisco, CA",Alaska,[],['united']
3121,negative,JenniferWalshPR,really 9hours united jenniferwalshpr dont like delays avoid well way asap,19/02/15 22:17,Houston,Central Time (US & Canada),[],"['united:', 'jenniferwalshpr']"
3122,negative,RobBogart,united robbogart waited hours airport told one fib cant ual honest customers,19/02/15 22:13,DC/SF/BFLO,,[],"['united', 'robbogart']"
3123,neutral,Madisonnnicole3,united round trip,19/02/15 22:13,,,[],['united']
3124,negative,wit_knee_jones,united well yet checked bag already vanished havent left airport yet,19/02/15 22:12,Chicago,Central Time (US & Canada),[],['united']
3125,neutral,bren8oh8,united thanks tonight would seem,19/02/15 22:12,SoCal is where my mind stays,,[],['united']
3126,negative,Madisonnnicole3,united rapid trip plane ticket idaho california doesnt problems would wonderful,19/02/15 22:11,,,[],['united']
3127,negative,theAdamW,united agent help point theres problem dont want mess somebody elses plans u flow tech team pls,19/02/15 22:04,"Los Angeles, California",Pacific Time (US & Canada),[],['united']
3128,negative,AnnabelleBlume,united delayed 3 hours one hour flight frustrating im also unable get decent meal hournever,19/02/15 22:01,"Los Angeles, CA",,[],[]
3129,positive,markemanuelli,united please went beyond made us number one priority,19/02/15 21:57,,Eastern Time (US & Canada),[],['united']
3130,positive,Random55Dude,united guys awesome thanks,19/02/15 21:56,,,[],['united']
3131,positive,Gouwerijn,united thnx,19/02/15 21:54,Alphen aan den Rijn,Amsterdam,[],['united']
3132,negative,theAdamW,united think status nothing think bug search system,19/02/15 21:54,"Los Angeles, California",Pacific Time (US & Canada),[],['united']
3133,positive,JerikaPhelps,united anna palm springs gate 19 deserves medal handled 30 ppl missing flights like pro,19/02/15 21:53,,,[],['united']
3134,negative,Mosborne13,united would appreciate answer werent alerted flight cancelled flighted plane landed showsomerespect,19/02/15 21:50,,Central Time (US & Canada),['showsomerespect'],['united']
3135,negative,DominikDesbois,united wtf delay delay 15 hours yvr san unacceptable flight crew availability blame never united,19/02/15 21:50,"Vancouver, BC",,[],"['united', 'united']"
3136,negative,taylorjfisher,united think left phone flight help,19/02/15 21:48,"San Francisco, CA",Alaska,[],['united']
3137,positive,clkc86,united great customer service thanks,19/02/15 21:43,,,[],['united']
3138,positive,owenmcstravick,united thanks would awesome,19/02/15 21:39,UK,London,[],['united']
3139,negative,SBondyNYDN,united hey left computer bag wcomputer inside united filed online report response,19/02/15 21:38,,Eastern Time (US & Canada),[],['united']
3140,negative,neilaruggiero,united empty upon takeoff cant someone sit,19/02/15 21:37,,,[],['united']
3141,negative,jnostrant,united case id 8473573 requested 25 219 710 days ill get response bs,19/02/15 21:32,"Los Angeles, CA",Pacific Time (US & Canada),[],['united']
3142,positive,Tamarabrams,united nawww united fave airline,19/02/15 21:30,Arlington Virginia,Eastern Time (US & Canada),[],['united']
3143,negative,Ro_S,united thanks formed submitted im betting someone would honest enough turn though,19/02/15 21:18,IL,Central Time (US & Canada),[],['united']
3144,neutral,Sweet_Curly,united lh return business ticket den fraif fly domestic youbag checked frano need claim,19/02/15 21:16,,Berlin,[],['united']
3145,neutral,theAdamW,united also united phone representative asked web password normal,19/02/15 21:13,"Los Angeles, California",Pacific Time (US & Canada),[],['united']
3146,negative,MrJADMIX,united 20288 difference booked flights want screen shots,19/02/15 21:12,,,[],['united']
3147,neutral,stephaniefoos,united plan reduce delays,19/02/15 21:12,"Boston, MA",Alaska,[],['united']
3148,neutral,theAdamW,united im searching flights redeem miles getting different search results 2 user accounts reason,19/02/15 21:12,"Los Angeles, California",Pacific Time (US & Canada),[],['united']
3149,negative,Mosborne13,united rebooked 24 hours original flight say handling situation bad would understatement,19/02/15 21:05,,Central Time (US & Canada),[],['united']
3150,negative,dmb41shows,united would like supervisor talk waiting flight attendant one walked left,19/02/15 20:57,Pursuit of Happiness,Hawaii,[],['united']
3151,neutral,MitchBlatt,united whats phone number customer service question,19/02/15 20:46,"Nanjing, China",Beijing,[],['united']
3152,neutral,Ro_S,united kids left kindle fire hd 6 onboard ua1037 ordsfo today row 9abcdef whole row amongst 5 us help,19/02/15 20:39,IL,Central Time (US & Canada),[],['united']
3153,negative,mariachan90,united understanding situation waited opened 1030pm,19/02/15 20:37,,Bogota,[],['united']
3154,positive,BattierCCIpuppy,united battierccipuppy hope see board soon thanks tweet ey,19/02/15 20:35,"Sacramento, CA",,[],['battierccipuppy']
3155,negative,jayw329,united curious going finally learn customerservice,19/02/15 20:30,"New York, NY",Eastern Time (US & Canada),['customerservice'],['united']
3156,negative,Sandarella03,united nice 2 see u sense humor 3hourdelay want 2 b home ill settle beer safely air course,19/02/15 20:27,"St. Louis, MO",Central Time (US & Canada),['3hourdelay'],['united']
3157,neutral,dgingiss,united surprised go 1k last year nothing year happened soft landing policy 1 level,19/02/15 20:26,"Chicago, IL",,[],['united']
3158,neutral,per_ines,united 22 pay person portland airport flying perth done us air,19/02/15 20:19,,Casablanca,[],['united']
3159,negative,markemanuelli,united service desk gate 21 helped us find flight get us dest time flight got cancelled flightled,19/02/15 20:18,,Eastern Time (US & Canada),[],['united']
3160,negative,per_ines,united 12 thanks answer question want make reservation phone perth hold 24hrs family,19/02/15 20:18,,Casablanca,[],['united']
3161,negative,philwa,united wasnt delay much straight cancelled flightlation weather wasnt issue either,19/02/15 20:15,"Los Angeles, CA",Pacific Time (US & Canada),[],['united']
3162,negative,vmallarapu,united thanks ruining wedding anniversary flight ua4904 ewr rdu delayed 3 hours reach home nxt day,19/02/15 20:13,"Raleigh-Durham, NC USA",Eastern Time (US & Canada),[],['united']
3163,negative,Kimberlinho,united cancelled flightled flight unknown reason havent really given anything make overnight layover tolerable,19/02/15 20:13,,,[],['united']
3164,negative,MeYoItsMe,united difference responsible position something learn delta,19/02/15 20:10,,,[],"['united', 'delta']"
3165,negative,stephaniefoos,united yes flight rebooked im losing trust want get anywhere time,19/02/15 20:06,"Boston, MA",Alaska,[],['united']
3166,positive,ChadARichardson,united thanks keep good work,19/02/15 20:00,Raleigh,,[],['united']
3167,positive,CrayonBytes,united 4 reflight booking problemss last 2 days time united wait time 5 seconds kudos excellent customer service,19/02/15 19:59,,Eastern Time (US & Canada),[],['united']
3168,negative,SupaZ22,united solutions,19/02/15 19:59,"Chicago, Illinois.",Eastern Time (US & Canada),[],['united']
3169,neutral,SupaZ22,united mind,19/02/15 19:47,"Chicago, Illinois.",Eastern Time (US & Canada),[],['united']
3170,negative,stephaniefoos,united im evry 1st flight take w delayed evry 2nd time missed evry time lastflightofthenight breakup,19/02/15 19:43,"Boston, MA",Alaska,"['lastflightofthenight', 'breakup']",['united']
